,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_impurity_decrease,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.0031908035278320314,0.0007462130924321561,0.0007994651794433593,0.0003997394865374575,entropy,0.0,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0}",0.625,0.625,0.70625,0.675,0.7125,0.66875,0.03791437722025777,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0.0031982898712158204,0.00040290052561333864,0.0,0.0,entropy,0.00020408163265306123,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00020408163265306123}",0.60625,0.61875,0.7125,0.65625,0.7,0.6587500000000001,0.0423157771995269,121,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0.0029802799224853517,0.0006202128257801319,0.0,0.0,entropy,0.00040816326530612246,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00040816326530612246}",0.61875,0.65,0.70625,0.66875,0.7125,0.6712499999999999,0.03504461442219047,112,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0.002992057800292969,0.0006228123730794401,0.0001995563507080078,0.0003991127014160156,entropy,0.0006122448979591836,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0006122448979591836}",0.61875,0.63125,0.69375,0.65625,0.7125,0.6625,0.035794552658190884,117,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.0027872562408447266,0.0003965742184832213,0.0001994609832763672,0.00039892196655273444,entropy,0.0008163265306122449,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0008163265306122449}",0.61875,0.6375,0.725,0.6625,0.7125,0.67125,0.04138236339311712,111,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,0.002599191665649414,0.00048032963166133423,0.0,0.0,entropy,0.0010204081632653062,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0010204081632653062}",0.64375,0.625,0.70625,0.65,0.6875,0.6625,0.02984334096578331,117,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,0.0025922298431396485,0.00048571721324489287,0.00039930343627929686,0.000489045672592973,entropy,0.0012244897959183673,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0012244897959183673}",0.6375,0.61875,0.6625,0.66875,0.7125,0.66,0.031770662567847094,119,0.9953125,0.9921875,0.996875,1.0,0.9953125,0.9959374999999999,0.00253876200144873
7,0.0025907516479492187,0.00048705811618703933,0.0003985881805419922,0.0004881691151992473,entropy,0.0014285714285714286,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0014285714285714286}",0.65,0.6375,0.725,0.66875,0.71875,0.68,0.03566335654421776,107,0.996875,0.9890625,0.9828125,0.996875,0.9953125,0.9921875,0.005502130269268443
8,0.0025947093963623047,0.0004883396869947176,0.00020012855529785156,0.0004002571105957031,entropy,0.0016326530612244899,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0016326530612244899}",0.6375,0.61875,0.73125,0.69375,0.7,0.6762499999999999,0.04172079817069658,109,0.9890625,0.9890625,0.98125,0.9984375,0.9890625,0.9893749999999999,0.0054486236794258494
9,0.002793121337890625,0.0003810975345230663,0.00019822120666503906,0.0003964424133300781,entropy,0.0018367346938775511,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0018367346938775511}",0.675,0.64375,0.73125,0.65,0.70625,0.68125,0.03330728148618555,106,0.9375,0.9734375,0.9734375,0.996875,0.9671875,0.9696874999999998,0.019024039069030513
10,0.0023931026458740234,0.0004885387765992848,0.0005985260009765625,0.0004886945264472148,entropy,0.0020408163265306124,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0020408163265306124}",0.6875,0.6375,0.725,0.6625,0.75,0.6925,0.040773766075750235,103,0.91875,0.9640625,0.9578125,0.9828125,0.9453125,0.9537500000000001,0.021277555663186513
11,0.002398395538330078,0.0004870759487928667,0.00019993782043457032,0.0003998756408691407,entropy,0.0022448979591836735,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0022448979591836735}",0.68125,0.675,0.74375,0.6875,0.75,0.7075,0.03245188746436792,97,0.9078125,0.9546875,0.9609375,0.959375,0.94375,0.9453125,0.0196899800025292
12,0.0021887302398681642,0.00040074991387757577,0.0005987167358398437,0.0004888528266825311,entropy,0.0024489795918367346,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0024489795918367346}",0.7125,0.6875,0.75625,0.675,0.7625,0.71875,0.03535533905932735,94,0.9,0.9375,0.9515625,0.9546875,0.94375,0.9375,0.0196899800025292
13,0.0019939899444580077,2.4314019744838644e-07,0.0001995086669921875,0.000399017333984375,entropy,0.002653061224489796,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.002653061224489796}",0.7375,0.71875,0.76875,0.675,0.76875,0.73375,0.03504461442219047,89,0.8875,0.9203125,0.9390625,0.9375,0.934375,0.9237499999999998,0.019299247070805655
14,0.002194786071777344,0.0004019033691722771,0.0003986358642578125,0.0004882287205812277,entropy,0.002857142857142857,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.002857142857142857}",0.74375,0.75625,0.76875,0.71875,0.775,0.7525,0.020000000000000007,81,0.878125,0.9109375,0.9265625,0.9203125,0.9171875,0.9106250000000001,0.017013321986020225
15,0.001989459991455078,1.0422573922969246e-05,0.0005972862243652343,0.00048768808892719895,entropy,0.0030612244897959186,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0030612244897959186}",0.76875,0.775,0.75,0.7,0.78125,0.7550000000000001,0.029421505739849575,80,0.85,0.90625,0.9046875,0.9203125,0.890625,0.8943750000000001,0.024096972060821256
16,0.0021950244903564454,0.00039844821090565777,0.0,0.0,entropy,0.0032653061224489797,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0032653061224489797}",0.76875,0.78125,0.75,0.725,0.78125,0.76125,0.02143303524935282,77,0.85,0.88125,0.89375,0.878125,0.8671875,0.8740625,0.014710752869924792
17,0.0019898414611816406,9.902841320483025e-06,0.0,0.0,entropy,0.0034693877551020408,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0034693877551020408}",0.775,0.8,0.7625,0.74375,0.775,0.77125,0.01837117307087385,72,0.846875,0.86875,0.8859375,0.875,0.859375,0.8671875,0.013331705629813463
18,0.001999950408935547,2.2473957988805132e-05,0.00020194053649902344,0.0004038810729980469,entropy,0.0036734693877551023,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0036734693877551023}",0.76875,0.8,0.7625,0.74375,0.76875,0.76875,0.01811422093273681,74,0.8453125,0.85625,0.8859375,0.8703125,0.8515625,0.8618750000000001,0.01457737973711327
19,0.0019962310791015623,1.9096956118460807e-05,0.00019402503967285155,0.00038805007934570305,entropy,0.0038775510204081634,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0038775510204081634}",0.775,0.8,0.7875,0.76875,0.76875,0.78,0.012119199643540817,63,0.8453125,0.85625,0.8765625,0.8609375,0.8515625,0.858125,0.010569709078304857
20,0.001988506317138672,1.8882149388126194e-05,0.00019941329956054687,0.0003988265991210938,entropy,0.004081632653061225,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004081632653061225}",0.78125,0.8,0.775,0.76875,0.76875,0.7787499999999999,0.01159202311936963,66,0.8421875,0.85625,0.8765625,0.8515625,0.8484375,0.8549999999999999,0.011709371246997015
21,0.0022005558013916014,0.0004127268808824965,0.00019941329956054687,0.0003988265991210938,entropy,0.004285714285714286,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004285714285714286}",0.78125,0.79375,0.7875,0.76875,0.76875,0.7799999999999999,0.009999999999999964,64,0.8359375,0.85,0.8734375,0.8484375,0.8484375,0.8512500000000001,0.012199513309964456
22,0.002199411392211914,0.00039406761530304225,0.0003986835479736328,0.0004882866143885625,entropy,0.004489795918367347,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004489795918367347}",0.76875,0.79375,0.775,0.76875,0.78125,0.7775000000000001,0.009354143466934821,69,0.8328125,0.85,0.86875,0.846875,0.846875,0.8490624999999999,0.011507470399701247
23,0.0019866943359375,0.0006310385808347787,0.0003989219665527344,0.0004885776326209085,entropy,0.004693877551020408,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004693877551020408}",0.7875,0.79375,0.76875,0.76875,0.78125,0.7799999999999999,0.009999999999999966,64,0.81875,0.85,0.86875,0.846875,0.846875,0.8462500000000001,0.01598338981568054
24,0.0019919872283935547,0.0006305486771712671,0.0003987789154052734,0.0004884024838356029,entropy,0.004897959183673469,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004897959183673469}",0.79375,0.79375,0.775,0.76875,0.78125,0.7825,0.009999999999999964,61,0.8171875,0.85,0.8671875,0.846875,0.8359375,0.8434375,0.016518219108003152
25,0.0017952919006347656,0.0003989950129591397,0.00019936561584472657,0.00039873123168945315,entropy,0.005102040816326531,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005102040816326531}",0.79375,0.8,0.8,0.76875,0.78125,0.78875,0.01211919964354082,50,0.8171875,0.840625,0.8390625,0.846875,0.834375,0.835625,0.01004870949425848
26,0.0017955303192138672,0.0003991130432346206,0.0,0.0,entropy,0.005306122448979592,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005306122448979592}",0.8,0.8,0.8,0.76875,0.78125,0.79,0.012869537676233755,41,0.8171875,0.828125,0.8375,0.8390625,0.8296875,0.8303125000000001,0.00781874750199803
27,0.001588726043701172,0.0004971481572357036,0.0004058361053466797,0.0004971593577571271,entropy,0.005510204081632653,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005510204081632653}",0.79375,0.8,0.8,0.76875,0.7875,0.7899999999999999,0.011592023119369627,42,0.8125,0.8265625,0.8265625,0.8390625,0.8265625,0.8262499999999999,0.008408515029421082
28,0.0017869949340820312,0.000395639907861219,0.0,0.0,entropy,0.005714285714285714,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005714285714285714}",0.79375,0.8,0.8,0.76875,0.7875,0.7899999999999999,0.011592023119369627,42,0.809375,0.825,0.8265625,0.8359375,0.8265625,0.8246874999999999,0.008580956386091252
29,0.0012090206146240234,0.00039152311873034377,0.0003939628601074219,0.00048259750033315915,entropy,0.005918367346938775,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005918367346938775}",0.79375,0.8125,0.8,0.775,0.7875,0.79375,0.012499999999999999,35,0.80625,0.815625,0.81875,0.81875,0.8265625,0.8171875,0.006555055301063428
30,0.0013872623443603516,0.0004807569941318661,0.0003994941711425781,0.0004892790181476535,entropy,0.006122448979591837,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.006122448979591837}",0.79375,0.8125,0.8,0.79375,0.7875,0.7975000000000001,0.0084779124789066,5,0.80625,0.815625,0.815625,0.8046875,0.8265625,0.81375,0.00786854894500885
31,0.0009912490844726563,0.0006215949151368582,0.00039925575256347654,0.0004889869061275924,entropy,0.006326530612244898,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.006326530612244898}",0.79375,0.8125,0.79375,0.79375,0.7875,0.7962499999999999,0.008477912478906597,15,0.803125,0.815625,0.8125,0.8046875,0.8265625,0.8125,0.008443285053816436
32,0.001203155517578125,0.000410509594143681,0.00019860267639160156,0.0003972053527832031,entropy,0.006530612244897959,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.006530612244897959}",0.79375,0.8125,0.79375,0.79375,0.7875,0.7962499999999999,0.008477912478906597,15,0.803125,0.815625,0.8125,0.8046875,0.8265625,0.8125,0.008443285053816436
33,0.001386880874633789,0.0004829979116108932,0.00019698143005371095,0.0003939628601074219,entropy,0.0067346938775510205,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0067346938775510205}",0.79375,0.81875,0.79375,0.79375,0.7875,0.7975000000000001,0.010897247358851688,5,0.803125,0.8078125,0.8125,0.8046875,0.8125,0.8081250000000001,0.0038780230143721475
34,0.0011992454528808594,0.0003979517345699988,0.00019974708557128905,0.0003994941711425781,entropy,0.0069387755102040816,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0069387755102040816}",0.8,0.81875,0.79375,0.79375,0.7875,0.79875,0.01075290658380329,1,0.796875,0.8078125,0.8125,0.8046875,0.8125,0.806875,0.005812836011793212
35,0.0011982917785644531,0.00039828150116176953,0.00019321441650390624,0.0003864288330078125,entropy,0.0071428571428571435,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0071428571428571435}",0.8,0.81875,0.79375,0.79375,0.7875,0.79875,0.01075290658380329,1,0.796875,0.8078125,0.8125,0.8046875,0.8125,0.806875,0.005812836011793212
36,0.0012007713317871093,0.0003929533579755109,0.0,0.0,entropy,0.007346938775510205,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.007346938775510205}",0.8,0.81875,0.79375,0.79375,0.7875,0.79875,0.01075290658380329,1,0.796875,0.8078125,0.8125,0.8046875,0.8125,0.806875,0.005812836011793212
37,0.0012023448944091797,0.00039526170764120485,0.0003901004791259766,0.0004777845603089557,entropy,0.007551020408163266,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.007551020408163266}",0.8,0.81875,0.79375,0.79375,0.7875,0.79875,0.01075290658380329,1,0.796875,0.8078125,0.8109375,0.8046875,0.8125,0.8065625000000001,0.005537514108334171
38,0.0011826038360595703,0.0003892566733583925,0.0004059314727783203,0.0004972489711365513,entropy,0.007755102040816327,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.007755102040816327}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.8046875,0.8125,0.804375,0.006658523672707032
39,0.0010111808776855468,1.950689469908695e-05,0.00019898414611816407,0.00039796829223632814,entropy,0.007959183673469388,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.007959183673469388}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.8046875,0.8125,0.804375,0.006658523672707032
40,0.000997781753540039,3.7272686473584755e-06,0.0006036758422851562,0.0004930157714380232,entropy,0.00816326530612245,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00816326530612245}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
41,0.0011874675750732423,0.0007400944447704191,0.000399017333984375,0.0004886944333937081,entropy,0.00836734693877551,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00836734693877551}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
42,0.0011902332305908203,0.0004023929132058854,0.0001995086669921875,0.000399017333984375,entropy,0.008571428571428572,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008571428571428572}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
43,0.0011986732482910157,0.00039645396989574576,0.0005923748016357422,0.0004837637547655704,entropy,0.008775510204081634,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008775510204081634}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
44,0.0010026454925537109,1.0862681188731433e-05,0.0005920886993408203,0.00048357681927569995,entropy,0.008979591836734694,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.008979591836734694}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
45,0.001190948486328125,0.0003847879513501683,0.00019941329956054687,0.00039882659912109374,entropy,0.009183673469387756,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009183673469387756}",0.8,0.8,0.79375,0.79375,0.7875,0.795,0.0046770717334674574,19,0.796875,0.796875,0.8109375,0.7984375,0.80625,0.8018750000000001,0.005711145900780327
46,0.0009950637817382813,0.000621538141818457,0.0007993221282958984,0.00039967501301992937,entropy,0.009387755102040816,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009387755102040816}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
47,0.0009996414184570313,0.0006329398637231137,0.0003991127014160156,0.0004888113271977794,entropy,0.009591836734693878,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009591836734693878}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
48,0.0011963367462158204,0.00038498216282818016,0.0003996849060058594,0.0004895124103955381,entropy,0.009795918367346938,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.009795918367346938}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
49,0.001201963424682617,0.0003812570754045462,0.00019583702087402343,0.0003916740417480469,entropy,0.01,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.01}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
50,0.0018045902252197266,0.00040381353887817433,0.0003924846649169922,0.0004807981578751403,gini,0.0,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0}",0.625,0.64375,0.7125,0.66875,0.66875,0.6637500000000001,0.02942150573984955,115,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,0.0019899845123291016,0.0006302142000693184,0.0005919933319091797,0.0004834190066854969,gini,0.00010204081632653062,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00010204081632653062}",0.60625,0.6375,0.7,0.65625,0.68125,0.6562499999999999,0.03283481384140925,122,1.0,1.0,1.0,1.0,0.9984375,0.9996875,0.0006250000000000089
52,0.0017879962921142577,0.0003955407082047869,0.0006002902984619141,0.0004901473699664762,gini,0.00020408163265306123,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00020408163265306123}",0.6,0.65625,0.69375,0.675,0.70625,0.66625,0.03720719016534306,114,0.9984375,0.996875,0.99375,1.0,0.9953125,0.996875,0.0022097086912079454
53,0.0021802425384521485,0.00041913103586913643,0.00020503997802734375,0.0004100799560546875,gini,0.0003061224489795918,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0003061224489795918}",0.61875,0.65625,0.69375,0.6875,0.6625,0.6637500000000001,0.02663409469082813,115,0.990625,0.9828125,0.9875,0.9828125,0.990625,0.9868750000000001,0.0035078038001005725
54,0.0019969940185546875,1.5658129972331852e-05,0.00039267539978027344,0.0004810619118868598,gini,0.00040816326530612246,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00040816326530612246}",0.6375,0.65625,0.71875,0.675,0.675,0.6725,0.02698379143115364,110,0.9890625,0.98125,0.98125,0.984375,0.9859375,0.984375,0.002964635306407863
55,0.0015923500061035157,0.0004993906793301651,0.000797891616821289,0.00039944058739853046,gini,0.0005102040816326531,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0005102040816326531}",0.63125,0.66875,0.70625,0.69375,0.6875,0.6775,0.026100766272276393,108,0.98125,0.975,0.9796875,0.975,0.96875,0.9759374999999999,0.004374999999999999
56,0.0020057201385498048,0.0006410266584718924,0.00019903182983398436,0.00039806365966796873,gini,0.0006122448979591836,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0006122448979591836}",0.66875,0.675,0.71875,0.70625,0.7,0.69375,0.01895718861012888,102,0.9734375,0.965625,0.96875,0.9640625,0.9484375,0.9640625,0.008443285053816406
57,0.0015913009643554687,0.0004843550886125942,0.0008038520812988281,0.0004020771841487093,gini,0.0007142857142857143,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0007142857142857143}",0.675,0.66875,0.69375,0.74375,0.7125,0.69875,0.027214426321346564,100,0.9515625,0.965625,0.9671875,0.9515625,0.9390625,0.9550000000000001,0.010383279828647575
